attendance_percent,test_score,discipline_count,parental_involvement,dropout_risk
0.19525090156088018,2.351160779727531,0.09910870925854541,1.3428831855912713,0
-0.863290034606586,-1.4118782745441416,-0.533500073242808,0.6234814790245189,1
1.7636910566573456,0.21417563551906452,-0.533500073242808,1.3428831855912713,0
0.13268374941694233,-0.04915213150167035,0.7317174917598988,1.3428831855912713,1
0.17920426298065678,0.13077193932436104,-0.533500073242808,-1.5347236406757387,0
-0.3208553545081756,-0.8121051929159343,1.364326274261252,-0.8153219341089861,1
0.7573091923888629,1.2526665569079196,1.364326274261252,0.6234814790245189,1
-1.5574641499847144,0.0,1.364326274261252,1.3428831855912713,1
1.7636910566573456,0.3369966012797639,0.09910870925854541,-1.5347236406757387,0
0.0,-1.0389323889499555,-0.533500073242808,1.3428831855912713,0
-0.6818012735018052,0.9463766787794866,1.364326274261252,0.6234814790245189,1
0.5689007617665729,-0.6536953092205181,-0.533500073242808,0.6234814790245189,0
0.0905962248745752,0.2119160255989963,-1.1661088557441615,-0.8153219341089861,0
0.08108089372514825,1.7967567622014713,-1.7987176382455148,0.6234814790245189,0
0.362151228948317,-1.381480594302392,0.7317174917598988,-0.8153219341089861,1
1.7084229095190147,0.7967576073636683,0.09910870925854541,1.3428831855912713,0
-0.18857054512043367,0.41231932997177484,0.7317174917598988,-1.5347236406757387,1
0.0,-0.22897010759210265,0.7317174917598988,-0.09592022754223364,1
-1.7504352338201572,-0.4135739446300648,-1.7987176382455148,-0.8153219341089861,1
1.151998334433,-0.7582471950459553,0.7317174917598988,-1.5347236406757387,1
-0.4309585952421669,0.607129664733332,-1.1661088557441615,-0.8153219341089861,1
-2.1500149872627747,-0.0022920887592633777,1.364326274261252,-0.8153219341089861,1
-2.2240798443470617,1.5359626967125666,0.7317174917598988,0.6234814790245189,1
1.0050899947161926,-0.8637776050803326,0.7317174917598988,0.6234814790245189,1
-3.5998048779955925,1.5328435686567985,-0.533500073242808,-1.5347236406757387,1
1.0005772285867842,0.18105284411104655,0.09910870925854541,-1.5347236406757387,0
0.16530675098558145,-1.2351325070647179,-1.1661088557441615,-0.09592022754223364,0
-0.46391284060090576,-0.3713633275264996,0.09910870925854541,-1.5347236406757387,1
-1.8600929357402818,0.1550902022481622,-1.1661088557441615,-0.09592022754223364,1
0.7728631907021222,1.551607362413843,-0.533500073242808,-1.5347236406757387,0
0.4334516085792386,0.0,0.09910870925854541,-1.5347236406757387,0
-0.7273523648108564,-1.204399831142111,-0.533500073242808,-0.8153219341089861,1
-0.54898984601999,1.5804136352330298,-1.1661088557441615,-0.8153219341089861,1
0.10672733348893955,-3.044953339974375,0.7317174917598988,0.6234814790245189,1
-0.8296926905059621,-0.13015002011996363,1.364326274261252,0.6234814790245189,1
0.3606435500045282,0.0,-1.1661088557441615,1.3428831855912713,0
-0.3990944603485479,0.9729254156813236,0.7317174917598988,1.3428831855912713,1
1.3606925324340005,-1.227857129561905,-1.7987176382455148,-0.09592022754223364,0
1.0122015495829393,-0.38850718880064417,1.364326274261252,1.3428831855912713,1
-0.14318835344060973,-0.6481094340637301,0.7317174917598988,-1.5347236406757387,1
0.9022164530680321,0.0,0.09910870925854541,-0.8153219341089861,0
0.8356218669742177,-0.37207593568721603,-1.1661088557441615,-0.09592022754223364,0
1.0311398362516613,-0.3014772401466394,0.7317174917598988,0.6234814790245189,1
0.15435778115188392,0.0,-0.533500073242808,-0.09592022754223364,0
-0.7858181543409947,1.8087406762936198,0.7317174917598988,-0.8153219341089861,1
-1.344702305013224,-0.4823718903360363,0.7317174917598988,0.6234814790245189,1
-2.0494726964584524,0.5407024189901484,0.09910870925854541,1.3428831855912713,1
-0.40295304988383884,1.370911580577066,-0.533500073242808,0.6234814790245189,1
-0.1140924384836205,1.4248139464471865,-1.1661088557441615,-1.5347236406757387,0
-0.858765412960321,0.0,0.09910870925854541,0.6234814790245189,1
-0.5066368514976279,-0.18191746094417963,-1.1661088557441615,1.3428831855912713,1
-0.271412201302764,0.0,0.7317174917598988,0.6234814790245189,1
0.0,0.12600479572419487,1.364326274261252,1.3428831855912713,1
1.7636910566573456,-1.355084703214694,0.09910870925854541,0.6234814790245189,0
-0.9561603078468333,0.26371338465203403,1.364326274261252,-1.5347236406757387,1
-0.475223608403155,-0.6760206388543112,-1.7987176382455148,1.3428831855912713,1
0.2407353987548573,0.6310351940360325,1.364326274261252,1.3428831855912713,1
1.3769335067112771,-0.6606710658237088,0.7317174917598988,1.3428831855912713,1
-0.25970535831685354,0.39699581305538867,1.364326274261252,0.6234814790245189,1
0.8243941157014824,0.8415524545222193,-0.533500073242808,-0.8153219341089861,0
0.39837026401270587,-1.067291891197125,-0.533500073242808,0.6234814790245189,0
-0.4542556067789653,-2.8870273359919354,-1.7987176382455148,-0.09592022754223364,1
1.7636910566573456,0.5676917120042323,1.364326274261252,-1.5347236406757387,1
0.0,-1.8082725766623455,-0.533500073242808,-1.5347236406757387,0
1.2051913305801625,0.5434575314900422,-1.7987176382455148,-0.8153219341089861,0
-0.06273577719029894,-0.6734349645274865,1.364326274261252,0.6234814790245189,1
-0.43827822356479196,0.3687389504725425,0.7317174917598988,-0.09592022754223364,1
-0.7887758644142642,0.3190847993452242,0.09910870925854541,0.6234814790245189,1
1.4010619353686133,-1.1216720290502968,0.09910870925854541,0.6234814790245189,0
-0.18595341171092883,0.5042929868973525,-1.1661088557441615,-0.09592022754223364,0
0.43666817214375103,0.029867872581107072,-1.1661088557441615,-1.5347236406757387,0
-1.5308139653604549,0.15449893322452116,-0.533500073242808,-1.5347236406757387,1
-1.1445970597388975,0.3172753591750778,0.09910870925854541,-0.8153219341089861,1
-1.2261341168829627,-0.04765492561231118,-0.533500073242808,0.6234814790245189,1
0.0,-1.040044462776905,0.7317174917598988,0.6234814790245189,1
1.4670992291983687,0.5176142033125049,1.364326274261252,-0.09592022754223364,1
-0.8830883144827881,0.7396467857994689,0.7317174917598988,-0.09592022754223364,1
1.7636910566573456,-0.884421838976955,-1.1661088557441615,-0.09592022754223364,0
-0.09422900126133775,0.5827908882271825,0.09910870925854541,-0.09592022754223364,0
-1.5189895563341929,0.0,1.364326274261252,0.6234814790245189,1
-2.1037486381685864,0.14110042447414875,0.09910870925854541,1.3428831855912713,1
0.6487880301596456,-0.6360051358508555,1.364326274261252,-0.8153219341089861,1
-1.4356569842164475,-1.4219340115464423,-1.1661088557441615,-1.5347236406757387,1
-0.9015975920480553,-1.087020737907777,-1.7987176382455148,-0.8153219341089861,1
1.7248316810886004,-0.9017969263268637,0.09910870925854541,-1.5347236406757387,0
-0.7474783276690051,-0.36264027927044123,1.364326274261252,0.6234814790245189,1
-0.480947479811036,-0.6729843792190607,-1.7987176382455148,0.6234814790245189,1
0.47070495089845316,1.3606613265642766,-1.1661088557441615,1.3428831855912713,0
